YY,MM,DD,HH,MI,SS,clientIP,server,dbname,elapsed,busy,rows,statement
2013,2,19,23,59,50,129.187.203.45,SDSS3J,BESTDR9,1.99,3E-3,191,"select g.ra,g.dec,PHZ.z,G.petroMag_u,G.petroMag_g,G.petroMag_r,G.petroMag_i,G.petroMag_z,dered_g,dered_r,dered_i,g.dered_z,g.expAB_g,g.expAB_r,g.expAB_i,g.expAB_z,g.expPHI_g,g.expPHI_r,g.expPHI_i,g.expPHI_z,g.devAB_g,g.devAB_r,g.devAB_i,g.devAB_z,g.devPHI_g,g.devPHI_r,g.devPHI_i,g.devPHI_z from galaxy as g join dbo.fgetNearbyObjEq( 203.35635 , 22.09508 , 2.95226 ) as GN on Gn.ObjID = g.ObjID join photoz as PHZ on g.ObjID = PHZ.ObjID 
  "
2013,2,19,23,59,48,172.23.250.207,SDSS3J,BESTDR9,3E-3,0,1,"SELECT  top 1 '<a target=INFO href=http://skyserver.sdss3.org/dr9/en/tools/explore/obj.asp?id=' + cast(p.objId as varchar(20)) + '>' + cast(p.objId as varchar(20)) + '</a>' as objID,
   p.run, p.rerun, p.camcol, p.field, p.obj,
   p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,
   p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z
   FROM fGetNearbyObjEq(195,2.5,0.5) n, PhotoPrimary p
   WHERE n.objID=p.objID   "
2013,2,19,23,59,48,66.249.73.58,SDSS2A,BESTDR1,0.06,1E-3,34,select * from SpecLineIndex where specObjId=0x0154cb1659000000  
2013,2,19,23,59,47,129.187.203.45,SDSS3J,BESTDR9,1.876,4E-3,247,"select g.ra,g.dec,PHZ.z,G.petroMag_u,G.petroMag_g,G.petroMag_r,G.petroMag_i,G.petroMag_z,dered_g,dered_r,dered_i,g.dered_z,g.expAB_g,g.expAB_r,g.expAB_i,g.expAB_z,g.expPHI_g,g.expPHI_r,g.expPHI_i,g.expPHI_z,g.devAB_g,g.devAB_r,g.devAB_i,g.devAB_z,g.devPHI_g,g.devPHI_r,g.devPHI_i,g.devPHI_z from galaxy as g join dbo.fgetNearbyObjEq( 203.41266 , 24.53871 , 3.50537 ) as GN on Gn.ObjID = g.ObjID join photoz as PHZ on g.ObjID = PHZ.ObjID 
  "
2013,2,19,23,59,47,66.249.73.74,SDSS3J,BESTDR9,0.04,1E-3,1,select * from PhotoObjAll where objId=0x112d081b603c0058  
2013,2,19,23,59,46,172.23.250.207,SDSS3J,BESTDR9,3E-3,0,1,"SELECT  top 1 '<a target=INFO href=http://skyserver.sdss3.org/dr9/en/tools/explore/obj.asp?id=' + cast(p.objId as varchar(20)) + '>' + cast(p.objId as varchar(20)) + '</a>' as objID,
   p.run, p.rerun, p.camcol, p.field, p.obj,
   p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,
   p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z
   FROM fGetNearbyObjEq(195,2.5,0.5) n, PhotoPrimary p
   WHERE n.objID=p.objID   "
2013,2,19,23,59,45,129.187.203.45,SDSS3J,BESTDR9,1.473,10E-3,172,"select g.ra,g.dec,PHZ.z,G.petroMag_u,G.petroMag_g,G.petroMag_r,G.petroMag_i,G.petroMag_z,dered_g,dered_r,dered_i,g.dered_z,g.expAB_g,g.expAB_r,g.expAB_i,g.expAB_z,g.expPHI_g,g.expPHI_r,g.expPHI_i,g.expPHI_z,g.devAB_g,g.devAB_r,g.devAB_i,g.devAB_z,g.devPHI_g,g.devPHI_r,g.devPHI_i,g.devPHI_z from galaxy as g join dbo.fgetNearbyObjEq( 208.65884 , 26.15149 , 3.15196 ) as GN on Gn.ObjID = g.ObjID join photoz as PHZ on g.ObjID = PHZ.ObjID 
  "
2013,2,19,23,59,44,66.249.73.74,SDSS3J,BESTDR9,0.03,0,1,select * from PhotoObjAll where objId=0x112d07616099001b  
2013,2,19,23,59,44,172.23.250.207,SDSS3J,BESTDR9,3E-3,0,1,"SELECT  top 1 '<a target=INFO href=http://skyserver.sdss3.org/dr9/en/tools/explore/obj.asp?id=' + cast(p.objId as varchar(20)) + '>' + cast(p.objId as varchar(20)) + '</a>' as objID,
   p.run, p.rerun, p.camcol, p.field, p.obj,
   p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,
   p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z
   FROM fGetNearbyObjEq(195,2.5,0.5) n, PhotoPrimary p
   WHERE n.objID=p.objID   "
2013,2,19,23,59,42,129.187.203.45,SDSS3J,BESTDR9,2.21,2E-3,288,"select g.ra,g.dec,PHZ.z,G.petroMag_u,G.petroMag_g,G.petroMag_r,G.petroMag_i,G.petroMag_z,dered_g,dered_r,dered_i,g.dered_z,g.expAB_g,g.expAB_r,g.expAB_i,g.expAB_z,g.expPHI_g,g.expPHI_r,g.expPHI_i,g.expPHI_z,g.devAB_g,g.devAB_r,g.devAB_i,g.devAB_z,g.devPHI_g,g.devPHI_r,g.devPHI_i,g.devPHI_z from galaxy as g join dbo.fgetNearbyObjEq( 203.33879 , 26.97018 , 3.93634 ) as GN on Gn.ObjID = g.ObjID join photoz as PHZ on g.ObjID = PHZ.ObjID 
  "
2013,2,19,23,59,41,128.220.146.112,SDSS2A,BESTDR3,6E-3,0,1,"SELECT  top 1 '<a target=INFO href=http://skyserver.sdss.org/dr3/en/tools/explore/obj.asp?id=' + cast(p.objId as varchar(20)) + '>' + cast(p.objId as varchar(20)) + '</a>' as objID,
   p.run, p.rerun, p.camcol, p.field, p.obj,
   p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,
   p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z
   FROM fGetNearbyObjEq(195,2.5,0.5) n, PhotoPrimary p
   WHERE n.objID=p.objID   "
2013,2,19,23,59,40,129.187.203.45,SDSS3J,BESTDR9,1.23,4E-3,152,"select g.ra,g.dec,PHZ.z,G.petroMag_u,G.petroMag_g,G.petroMag_r,G.petroMag_i,G.petroMag_z,dered_g,dered_r,dered_i,g.dered_z,g.expAB_g,g.expAB_r,g.expAB_i,g.expAB_z,g.expPHI_g,g.expPHI_r,g.expPHI_i,g.expPHI_z,g.devAB_g,g.devAB_r,g.devAB_i,g.devAB_z,g.devPHI_g,g.devPHI_r,g.devPHI_i,g.devPHI_z from galaxy as g join dbo.fgetNearbyObjEq( 209.70482 , 22.62132 , 2.7531 ) as GN on Gn.ObjID = g.ObjID join photoz as PHZ on g.ObjID = PHZ.ObjID 
  "
2013,2,19,23,59,38,66.249.73.74,SDSS3J,BESTDR9,0.033,0,1,select * from PhotoObjAll where objId=0x112d08106042002e  
2013,2,19,23,59,38,172.23.250.207,SDSS3J,BESTDR9,3E-3,0,1,"SELECT  top 1 '<a target=INFO href=http://skyserver.sdss3.org/dr9/en/tools/explore/obj.asp?id=' + cast(p.objId as varchar(20)) + '>' + cast(p.objId as varchar(20)) + '</a>' as objID,
   p.run, p.rerun, p.camcol, p.field, p.obj,
   p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,
   p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z
   FROM fGetNearbyObjEq(195,2.5,0.5) n, PhotoPrimary p
   WHERE n.objID=p.objID   "
2013,2,19,23,59,37,133.56.195.32,SDSS3J,BESTDR9,23.724001,0.049,696,SELECT * 
from SpecobjALL s 
where s.ra >= 215.4 and s.ra < 215.45 
  
2013,2,19,23,59,37,129.187.203.45,SDSS3J,BESTDR9,1.55,2E-3,243,"select g.ra,g.dec,PHZ.z,G.petroMag_u,G.petroMag_g,G.petroMag_r,G.petroMag_i,G.petroMag_z,dered_g,dered_r,dered_i,g.dered_z,g.expAB_g,g.expAB_r,g.expAB_i,g.expAB_z,g.expPHI_g,g.expPHI_r,g.expPHI_i,g.expPHI_z,g.devAB_g,g.devAB_r,g.devAB_i,g.devAB_z,g.devPHI_g,g.devPHI_r,g.devPHI_i,g.devPHI_z from galaxy as g join dbo.fgetNearbyObjEq( 205.04965 , 24.11514 , 3.81249 ) as GN on Gn.ObjID = g.ObjID join photoz as PHZ on g.ObjID = PHZ.ObjID 
  "
2013,2,19,23,59,36,172.23.250.207,SDSS3J,BESTDR9,3E-3,1E-3,1,"SELECT  top 1 '<a target=INFO href=http://skyserver.sdss3.org/dr9/en/tools/explore/obj.asp?id=' + cast(p.objId as varchar(20)) + '>' + cast(p.objId as varchar(20)) + '</a>' as objID,
   p.run, p.rerun, p.camcol, p.field, p.obj,
   p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,
   p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z
   FROM fGetNearbyObjEq(195,2.5,0.5) n, PhotoPrimary p
   WHERE n.objID=p.objID   "
2013,2,19,23,59,35,129.187.203.45,SDSS3J,BESTDR9,1.233,5E-3,199,"select g.ra,g.dec,PHZ.z,G.petroMag_u,G.petroMag_g,G.petroMag_r,G.petroMag_i,G.petroMag_z,dered_g,dered_r,dered_i,g.dered_z,g.expAB_g,g.expAB_r,g.expAB_i,g.expAB_z,g.expPHI_g,g.expPHI_r,g.expPHI_i,g.expPHI_z,g.devAB_g,g.devAB_r,g.devAB_i,g.devAB_z,g.devPHI_g,g.devPHI_r,g.devPHI_i,g.devPHI_z from galaxy as g join dbo.fgetNearbyObjEq( 197.29524 , 20.46247 , 3.07854 ) as GN on Gn.ObjID = g.ObjID join photoz as PHZ on g.ObjID = PHZ.ObjID 
  "
2013,2,19,23,59,35,128.220.146.112,SDSS2A,BESTDR7,3E-3,0,1,"SELECT  top 1 '<a target=INFO href=http://skyserver.sdss.org/dr7/en/tools/explore/obj.asp?id=' + cast(p.objId as varchar(20)) + '>' + cast(p.objId as varchar(20)) + '</a>' as objID,
   p.run, p.rerun, p.camcol, p.field, p.obj,
   p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,
   p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z
   FROM fGetNearbyObjEq(195,2.5,0.5) n, PhotoPrimary p
   WHERE n.objID=p.objID   "
2013,2,19,23,59,34,172.23.250.207,SDSS3J,BESTDR9,3E-3,1E-3,1,"SELECT  top 1 '<a target=INFO href=http://skyserver.sdss3.org/dr9/en/tools/explore/obj.asp?id=' + cast(p.objId as varchar(20)) + '>' + cast(p.objId as varchar(20)) + '</a>' as objID,
   p.run, p.rerun, p.camcol, p.field, p.obj,
   p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,
   p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z
   FROM fGetNearbyObjEq(195,2.5,0.5) n, PhotoPrimary p
   WHERE n.objID=p.objID   "
2013,2,19,23,59,33,129.187.203.45,SDSS3J,BESTDR9,1.24,2E-3,271,"select g.ra,g.dec,PHZ.z,G.petroMag_u,G.petroMag_g,G.petroMag_r,G.petroMag_i,G.petroMag_z,dered_g,dered_r,dered_i,g.dered_z,g.expAB_g,g.expAB_r,g.expAB_i,g.expAB_z,g.expPHI_g,g.expPHI_r,g.expPHI_i,g.expPHI_z,g.devAB_g,g.devAB_r,g.devAB_i,g.devAB_z,g.devPHI_g,g.devPHI_r,g.devPHI_i,g.devPHI_z from galaxy as g join dbo.fgetNearbyObjEq( 203.73521 , 25.74328 , 3.58754 ) as GN on Gn.ObjID = g.ObjID join photoz as PHZ on g.ObjID = PHZ.ObjID 
  "
2013,2,19,23,59,32,66.249.73.35,JHU-SDSS002,BestDR5,0.03,1E-3,1,select * from Field where fieldId=0x082805b621d10000  
2013,2,19,23,59,32,66.249.73.58,SDSS2A,BESTDR7,0.043,0,1,select * from PhotoTag where objId=0x08280bab204b0063  
2013,2,19,23,59,31,129.187.203.45,SDSS3J,BESTDR9,1.433,1E-3,233,"select g.ra,g.dec,PHZ.z,G.petroMag_u,G.petroMag_g,G.petroMag_r,G.petroMag_i,G.petroMag_z,dered_g,dered_r,dered_i,g.dered_z,g.expAB_g,g.expAB_r,g.expAB_i,g.expAB_z,g.expPHI_g,g.expPHI_r,g.expPHI_i,g.expPHI_z,g.devAB_g,g.devAB_r,g.devAB_i,g.devAB_z,g.devPHI_g,g.devPHI_r,g.devPHI_i,g.devPHI_z from galaxy as g join dbo.fgetNearbyObjEq( 197.86742 , 20.06265 , 3.20418 ) as GN on Gn.ObjID = g.ObjID join photoz as PHZ on g.ObjID = PHZ.ObjID 
  "
2013,2,19,23,59,29,129.187.203.45,SDSS3J,BESTDR9,1.17,5E-3,169,"select g.ra,g.dec,PHZ.z,G.petroMag_u,G.petroMag_g,G.petroMag_r,G.petroMag_i,G.petroMag_z,dered_g,dered_r,dered_i,g.dered_z,g.expAB_g,g.expAB_r,g.expAB_i,g.expAB_z,g.expPHI_g,g.expPHI_r,g.expPHI_i,g.expPHI_z,g.devAB_g,g.devAB_r,g.devAB_i,g.devAB_z,g.devPHI_g,g.devPHI_r,g.devPHI_i,g.devPHI_z from galaxy as g join dbo.fgetNearbyObjEq( 209.59676 , 21.64019 , 3.47653 ) as GN on Gn.ObjID = g.ObjID join photoz as PHZ on g.ObjID = PHZ.ObjID 
  "
2013,2,19,23,59,29,66.249.73.74,SDSS3D,BESTDR8,0.04,1E-3,1,select * from PhotoObjAll where objId=0x112d006d207f0113  
2013,2,19,23,59,28,172.23.250.207,SDSS3J,BESTDR9,3E-3,0,1,"SELECT  top 1 '<a target=INFO href=http://skyserver.sdss3.org/dr9/en/tools/explore/obj.asp?id=' + cast(p.objId as varchar(20)) + '>' + cast(p.objId as varchar(20)) + '</a>' as objID,
   p.run, p.rerun, p.camcol, p.field, p.obj,
   p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,
   p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z
   FROM fGetNearbyObjEq(195,2.5,0.5) n, PhotoPrimary p
   WHERE n.objID=p.objID   "
2013,2,19,23,59,27,129.187.203.45,SDSS3J,BESTDR9,1.186,2E-3,172,"select g.ra,g.dec,PHZ.z,G.petroMag_u,G.petroMag_g,G.petroMag_r,G.petroMag_i,G.petroMag_z,dered_g,dered_r,dered_i,g.dered_z,g.expAB_g,g.expAB_r,g.expAB_i,g.expAB_z,g.expPHI_g,g.expPHI_r,g.expPHI_i,g.expPHI_z,g.devAB_g,g.devAB_r,g.devAB_i,g.devAB_z,g.devPHI_g,g.devPHI_r,g.devPHI_i,g.devPHI_z from galaxy as g join dbo.fgetNearbyObjEq( 203.36964 , 25.27703 , 2.92037 ) as GN on Gn.ObjID = g.ObjID join photoz as PHZ on g.ObjID = PHZ.ObjID 
  "
2013,2,19,23,59,26,172.23.250.207,SDSS3J,BESTDR9,3E-3,0,1,"SELECT  top 1 '<a target=INFO href=http://skyserver.sdss3.org/dr9/en/tools/explore/obj.asp?id=' + cast(p.objId as varchar(20)) + '>' + cast(p.objId as varchar(20)) + '</a>' as objID,
   p.run, p.rerun, p.camcol, p.field, p.obj,
   p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,
   p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z
   FROM fGetNearbyObjEq(195,2.5,0.5) n, PhotoPrimary p
   WHERE n.objID=p.objID   "
2013,2,19,23,59,25,129.187.203.45,SDSS3J,BESTDR9,1.676,8E-3,321,"select g.ra,g.dec,PHZ.z,G.petroMag_u,G.petroMag_g,G.petroMag_r,G.petroMag_i,G.petroMag_z,dered_g,dered_r,dered_i,g.dered_z,g.expAB_g,g.expAB_r,g.expAB_i,g.expAB_z,g.expPHI_g,g.expPHI_r,g.expPHI_i,g.expPHI_z,g.devAB_g,g.devAB_r,g.devAB_i,g.devAB_z,g.devPHI_g,g.devPHI_r,g.devPHI_i,g.devPHI_z from galaxy as g join dbo.fgetNearbyObjEq( 208.72491 , 24.59432 , 4.2074 ) as GN on Gn.ObjID = g.ObjID join photoz as PHZ on g.ObjID = PHZ.ObjID 
  "
2013,2,19,23,59,25,128.220.146.112,SDSS2A,BESTDR1,3E-3,0,1,"SELECT  top 1   p.objID, p.run, p.rerun, p.camcol, p.field, p.obj,
   p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,
   p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z
   FROM fGetNearbyObjEq(195,2.5,0.5) n, PhotoPrimary p
   WHERE n.objID=p.objID   "
2013,2,19,23,59,24,172.23.250.207,SDSS3J,BESTDR9,3E-3,0,1,"SELECT  top 1 '<a target=INFO href=http://skyserver.sdss3.org/dr9/en/tools/explore/obj.asp?id=' + cast(p.objId as varchar(20)) + '>' + cast(p.objId as varchar(20)) + '</a>' as objID,
   p.run, p.rerun, p.camcol, p.field, p.obj,
   p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,
   p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z
   FROM fGetNearbyObjEq(195,2.5,0.5) n, PhotoPrimary p
   WHERE n.objID=p.objID   "
2013,2,19,23,59,22,129.187.203.45,SDSS3J,BESTDR9,1.683,3E-3,210,"select g.ra,g.dec,PHZ.z,G.petroMag_u,G.petroMag_g,G.petroMag_r,G.petroMag_i,G.petroMag_z,dered_g,dered_r,dered_i,g.dered_z,g.expAB_g,g.expAB_r,g.expAB_i,g.expAB_z,g.expPHI_g,g.expPHI_r,g.expPHI_i,g.expPHI_z,g.devAB_g,g.devAB_r,g.devAB_i,g.devAB_z,g.devPHI_g,g.devPHI_r,g.devPHI_i,g.devPHI_z from galaxy as g join dbo.fgetNearbyObjEq( 209.66969 , 23.76150 , 3.60257 ) as GN on Gn.ObjID = g.ObjID join photoz as PHZ on g.ObjID = PHZ.ObjID 
  "
2013,2,19,23,59,21,129.187.203.45,SDSS3J,BESTDR9,0.94,2E-3,125,"select g.ra,g.dec,PHZ.z,G.petroMag_u,G.petroMag_g,G.petroMag_r,G.petroMag_i,G.petroMag_z,dered_g,dered_r,dered_i,g.dered_z,g.expAB_g,g.expAB_r,g.expAB_i,g.expAB_z,g.expPHI_g,g.expPHI_r,g.expPHI_i,g.expPHI_z,g.devAB_g,g.devAB_r,g.devAB_i,g.devAB_z,g.devPHI_g,g.devPHI_r,g.devPHI_i,g.devPHI_z from galaxy as g join dbo.fgetNearbyObjEq( 209.59639 , 25.80868 , 2.65007 ) as GN on Gn.ObjID = g.ObjID join photoz as PHZ on g.ObjID = PHZ.ObjID 
  "
2013,2,19,23,59,20,66.249.73.74,SDSS3J,BESTDR9,0.013,1E-3,1,select * from PhotoObjAll where objId=0x112d0bd721480183  
2013,2,19,23,59,19,129.187.203.45,SDSS3J,BESTDR9,1.226,1E-3,195,"select g.ra,g.dec,PHZ.z,G.petroMag_u,G.petroMag_g,G.petroMag_r,G.petroMag_i,G.petroMag_z,dered_g,dered_r,dered_i,g.dered_z,g.expAB_g,g.expAB_r,g.expAB_i,g.expAB_z,g.expPHI_g,g.expPHI_r,g.expPHI_i,g.expPHI_z,g.devAB_g,g.devAB_r,g.devAB_i,g.devAB_z,g.devPHI_g,g.devPHI_r,g.devPHI_i,g.devPHI_z from galaxy as g join dbo.fgetNearbyObjEq( 196.48604 , 20.59244 , 3.10532 ) as GN on Gn.ObjID = g.ObjID join photoz as PHZ on g.ObjID = PHZ.ObjID 
  "
2013,2,19,23,59,18,172.23.250.207,SDSS3J,BESTDR9,6E-3,0,1,"SELECT  top 1 '<a target=INFO href=http://skyserver.sdss3.org/dr9/en/tools/explore/obj.asp?id=' + cast(p.objId as varchar(20)) + '>' + cast(p.objId as varchar(20)) + '</a>' as objID,
   p.run, p.rerun, p.camcol, p.field, p.obj,
   p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,
   p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z
   FROM fGetNearbyObjEq(195,2.5,0.5) n, PhotoPrimary p
   WHERE n.objID=p.objID   "
2013,2,19,23,59,16,129.187.203.45,SDSS3J,BESTDR9,1.603,4E-3,182,"select g.ra,g.dec,PHZ.z,G.petroMag_u,G.petroMag_g,G.petroMag_r,G.petroMag_i,G.petroMag_z,dered_g,dered_r,dered_i,g.dered_z,g.expAB_g,g.expAB_r,g.expAB_i,g.expAB_z,g.expPHI_g,g.expPHI_r,g.expPHI_i,g.expPHI_z,g.devAB_g,g.devAB_r,g.devAB_i,g.devAB_z,g.devPHI_g,g.devPHI_r,g.devPHI_i,g.devPHI_z from galaxy as g join dbo.fgetNearbyObjEq( 208.87558 , 27.17519 , 3.42036 ) as GN on Gn.ObjID = g.ObjID join photoz as PHZ on g.ObjID = PHZ.ObjID 
  "
2013,2,19,23,59,16,172.23.250.207,SDSS3J,BESTDR9,3E-3,0,1,"SELECT  top 1 '<a target=INFO href=http://skyserver.sdss3.org/dr9/en/tools/explore/obj.asp?id=' + cast(p.objId as varchar(20)) + '>' + cast(p.objId as varchar(20)) + '</a>' as objID,
   p.run, p.rerun, p.camcol, p.field, p.obj,
   p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,
   p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z
   FROM fGetNearbyObjEq(195,2.5,0.5) n, PhotoPrimary p
   WHERE n.objID=p.objID   "
2013,2,19,23,59,16,128.220.146.112,SDSS3D,BESTDR8,10E-3,0,1,"SELECT  top 1 '<a target=INFO href=http://skyserver.sdss3.org/dr8/en/tools/explore/obj.asp?id=' + cast(p.objId as varchar(20)) + '>' + cast(p.objId as varchar(20)) + '</a>' as objID,
   p.run, p.rerun, p.camcol, p.field, p.obj,
   p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,
   p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z
   FROM fGetNearbyObjEq(195,2.5,0.5) n, PhotoPrimary p
   WHERE n.objID=p.objID   "
2013,2,19,23,59,16,66.249.73.58,SDSS2A,BESTDR3,3E-3,1E-3,1,select * from PhotoTag where objId=0x082804cfa06b01b7  
2013,2,19,23,59,15,133.56.195.32,SDSS3J,BESTDR9,20.6,0.045,622,SELECT * 
from SpecobjALL s 
where s.ra >= 215.35 and s.ra < 215.4 
  
2013,2,19,23,59,15,66.249.73.74,SDSS3J,BESTDR9,0.026,2E-3,1,select * from sppParams where specObjId=0x0adc24889a006800  
2013,2,19,23,59,14,172.23.250.207,SDSS3J,BESTDR9,3E-3,0,1,"SELECT  top 1 '<a target=INFO href=http://skyserver.sdss3.org/dr9/en/tools/explore/obj.asp?id=' + cast(p.objId as varchar(20)) + '>' + cast(p.objId as varchar(20)) + '</a>' as objID,
   p.run, p.rerun, p.camcol, p.field, p.obj,
   p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,
   p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z
   FROM fGetNearbyObjEq(195,2.5,0.5) n, PhotoPrimary p
   WHERE n.objID=p.objID   "
