YY,MM,DD,HH,MI,SS,clientIP,server,dbname,elapsed,busy,rows,statement
2013,1,16,21,11,55,66.249.75.204,SDSS2A,BESTDR3,0.03,0,53,select * from XCRedshift where specObjId=0x012ec9e853000000  
2013,1,16,21,11,54,66.249.75.115,SDSS3D,BESTDR8,0.013,1E-3,1,select * from PhotoTag where objId=0x112d0b94407f009a  
2013,1,16,21,11,53,131.220.98.127,SDSS3J,BESTDR9,0.233,6E-3,2200,"select objID, ra, dec, raErr, decErr, psfMag_u, psfMagErr_u, psfMag_g, psfMagErr_g, psfMag_r, psfMagErr_r, psfMag_i, psfMagErr_i, psfMag_z, psfMagErr_z, flags, clean from star where ra between 57.4542 and 57.9542 and dec between 0.5425 and 1.0425 AND flags & dbo.fPhotoFlags('BLENDED') = 0 
  "
2013,1,16,21,11,49,131.220.98.127,SDSS3J,BESTDR9,0.196,6E-3,2201,"select objID, ra, dec, raErr, decErr, psfMag_u, psfMagErr_u, psfMag_g, psfMagErr_g, psfMag_r, psfMagErr_r, psfMag_i, psfMagErr_i, psfMag_z, psfMagErr_z, flags, clean from star where ra between 58.9542 and 59.4542 and dec between 0.0425 and 0.5425 AND flags & dbo.fPhotoFlags('BLENDED') = 0 
  "
2013,1,16,21,11,49,66.249.75.115,SDSS3D,BESTDR8,0.013,0,1,select * from PhotoTag where objId=0x112d0b9420800071  
2013,1,16,21,11,45,131.220.98.127,SDSS3J,BESTDR9,0.19,6E-3,1912,"select objID, ra, dec, raErr, decErr, psfMag_u, psfMagErr_u, psfMag_g, psfMagErr_g, psfMag_r, psfMagErr_r, psfMag_i, psfMagErr_i, psfMag_z, psfMagErr_z, flags, clean from star where ra between 58.4542 and 58.9542 and dec between 0.0425 and 0.5425 AND flags & dbo.fPhotoFlags('BLENDED') = 0 
  "
2013,1,16,21,11,44,66.249.75.115,SDSS3D,BESTDR8,0.056,0,1,select * from PhotoTag where objId=0x112d0b4740f000a8  
2013,1,16,21,11,41,131.220.98.127,SDSS3J,BESTDR9,0.22,7E-3,2224,"select objID, ra, dec, raErr, decErr, psfMag_u, psfMagErr_u, psfMag_g, psfMagErr_g, psfMag_r, psfMagErr_r, psfMag_i, psfMagErr_i, psfMag_z, psfMagErr_z, flags, clean from star where ra between 57.9542 and 58.4542 and dec between 0.0425 and 0.5425 AND flags & dbo.fPhotoFlags('BLENDED') = 0 
  "
2013,1,16,21,11,39,66.249.75.115,SDSS3D,BESTDR8,0.013,0,1,select * from PhotoTag where objId=0x112d0b4780f7007f  
2013,1,16,21,11,37,131.220.98.127,SDSS3J,BESTDR9,0.23,6E-3,2178,"select objID, ra, dec, raErr, decErr, psfMag_u, psfMagErr_u, psfMag_g, psfMagErr_g, psfMag_r, psfMagErr_r, psfMag_i, psfMagErr_i, psfMag_z, psfMagErr_z, flags, clean from star where ra between 57.4542 and 57.9542 and dec between 0.0425 and 0.5425 AND flags & dbo.fPhotoFlags('BLENDED') = 0 
  "
2013,1,16,21,11,37,66.249.75.204,SDSS2A,BESTDR7,0.02,0,0,select * from ELRedshift where specObjId=0x0235cc0193c00000  
2013,1,16,21,11,34,66.249.75.115,SDSS3D,BESTDR8,0.046,1E-3,1,select * from PhotoObjAll where objId=0x112d0b94407f009a  
2013,1,16,21,11,33,131.220.98.127,SDSS3J,BESTDR9,0.193,6E-3,2058,"select objID, ra, dec, raErr, decErr, psfMag_u, psfMagErr_u, psfMag_g, psfMagErr_g, psfMag_r, psfMagErr_r, psfMag_i, psfMagErr_i, psfMag_z, psfMagErr_z, flags, clean from star where ra between 58.9542 and 59.4542 and dec between -0.4575 and 0.0425 AND flags & dbo.fPhotoFlags('BLENDED') = 0 
  "
2013,1,16,21,11,30,66.249.75.115,SDSS3J,BESTDR9,0.046,1E-3,1,select * from PhotoObjAll where objId=0x112d1c0fc0900037  
2013,1,16,21,11,29,131.220.98.127,SDSS3J,BESTDR9,0.2,5E-3,2072,"select objID, ra, dec, raErr, decErr, psfMag_u, psfMagErr_u, psfMag_g, psfMagErr_g, psfMag_r, psfMagErr_r, psfMag_i, psfMagErr_i, psfMag_z, psfMagErr_z, flags, clean from star where ra between 58.4542 and 58.9542 and dec between -0.4575 and 0.0425 AND flags & dbo.fPhotoFlags('BLENDED') = 0 
  "
2013,1,16,21,11,29,66.249.75.115,SDSS3D,BESTDR8,0.043,0,1,select * from PhotoObjAll where objId=0x112d0b4780f7007f  
2013,1,16,21,11,28,128.220.146.112,SDSS2B,BESTDR7,1.203,0.037,0,"SELECT  top 1 '<a target=INFO href=http://skyserver.sdss.org/dr7/en/tools/explore/obj.asp?id=' + cast(p.objId as varchar(20)) + '>' + cast(p.objId as varchar(20)) + '</a>' as objID,
   p.run, p.rerun, p.camcol, p.field, p.obj,
   p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,
   p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z
   FROM fGetNearbyObjEq(195,2.5,0.5) n, PhotoPrimary p
   WHERE n.objID=p.objID   "
2013,1,16,21,11,27,66.249.75.204,SDSS2A,BESTDR1,0.026,0,52,select * from XCRedshift where specObjId=0x018eca4d06c00000  
2013,1,16,21,11,25,131.220.98.127,SDSS3J,BESTDR9,0.216,7E-3,2135,"select objID, ra, dec, raErr, decErr, psfMag_u, psfMagErr_u, psfMag_g, psfMagErr_g, psfMag_r, psfMagErr_r, psfMag_i, psfMagErr_i, psfMag_z, psfMagErr_z, flags, clean from star where ra between 57.9542 and 58.4542 and dec between -0.4575 and 0.0425 AND flags & dbo.fPhotoFlags('BLENDED') = 0 
  "
2013,1,16,21,11,25,66.249.75.115,SDSS3D,BESTDR8,0.03,0,1,select * from Field where fieldId=0x112d0b94407f0000  
2013,1,16,21,11,24,66.249.75.204,SDSS2A,BESTDR3,0.013,0,53,select * from XCRedshift where specObjId=0x012ec9e84f800000  
2013,1,16,21,11,21,131.220.98.127,SDSS3J,BESTDR9,0.236,7E-3,2333,"select objID, ra, dec, raErr, decErr, psfMag_u, psfMagErr_u, psfMag_g, psfMagErr_g, psfMag_r, psfMagErr_r, psfMag_i, psfMagErr_i, psfMag_z, psfMagErr_z, flags, clean from star where ra between 57.4542 and 57.9542 and dec between -0.4575 and 0.0425 AND flags & dbo.fPhotoFlags('BLENDED') = 0 
  "
2013,1,16,21,11,19,66.249.75.115,SDSS3D,BESTDR8,0.053,0,1,select * from Field where fieldId=0x112d0b9420800000  
2013,1,16,21,11,18,131.220.98.127,SDSS3J,BESTDR9,0.196,6E-3,2105,"select objID, ra, dec, raErr, decErr, psfMag_u, psfMagErr_u, psfMag_g, psfMagErr_g, psfMag_r, psfMagErr_r, psfMag_i, psfMagErr_i, psfMag_z, psfMagErr_z, flags, clean from star where ra between 58.9542 and 59.4542 and dec between -0.9575 and -0.4575 AND flags & dbo.fPhotoFlags('BLENDED') = 0 
  "
2013,1,16,21,11,14,131.220.98.127,SDSS3J,BESTDR9,0.203,7E-3,2236,"select objID, ra, dec, raErr, decErr, psfMag_u, psfMagErr_u, psfMag_g, psfMagErr_g, psfMag_r, psfMagErr_r, psfMag_i, psfMagErr_i, psfMag_z, psfMagErr_z, flags, clean from star where ra between 58.4542 and 58.9542 and dec between -0.9575 and -0.4575 AND flags & dbo.fPhotoFlags('BLENDED') = 0 
  "
2013,1,16,21,11,11,128.220.146.112,SDSS2A,BESTDR1,3E-3,0,1,"SELECT  top 1   p.objID, p.run, p.rerun, p.camcol, p.field, p.obj,
   p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,
   p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z
   FROM fGetNearbyObjEq(195,2.5,0.5) n, PhotoPrimary p
   WHERE n.objID=p.objID   "
2013,1,16,21,11,10,131.220.98.127,SDSS3J,BESTDR9,0.22,7E-3,2455,"select objID, ra, dec, raErr, decErr, psfMag_u, psfMagErr_u, psfMag_g, psfMagErr_g, psfMag_r, psfMagErr_r, psfMag_i, psfMagErr_i, psfMag_z, psfMagErr_z, flags, clean from star where ra between 57.9542 and 58.4542 and dec between -0.9575 and -0.4575 AND flags & dbo.fPhotoFlags('BLENDED') = 0 
  "
2013,1,16,21,11,10,128.220.146.112,SDSS3D,BESTDR8,10E-3,0,1,"SELECT  top 1 '<a target=INFO href=http://skyserver.sdss3.org/dr8/en/tools/explore/obj.asp?id=' + cast(p.objId as varchar(20)) + '>' + cast(p.objId as varchar(20)) + '</a>' as objID,
   p.run, p.rerun, p.camcol, p.field, p.obj,
   p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,
   p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z
   FROM fGetNearbyObjEq(195,2.5,0.5) n, PhotoPrimary p
   WHERE n.objID=p.objID   "
2013,1,16,21,11,8,66.249.75.204,SDSS2A,BESTDR3,3E-3,0,53,select * from XCRedshift where specObjId=0x012ec9e84b000000  
2013,1,16,21,11,7,128.220.146.112,SDSS3J,BESTDR9,3E-3,0,1,"SELECT  top 1 '<a target=INFO href=http://skyserver.sdss3.org/dr9/en/tools/explore/obj.asp?id=' + cast(p.objId as varchar(20)) + '>' + cast(p.objId as varchar(20)) + '</a>' as objID,
   p.run, p.rerun, p.camcol, p.field, p.obj,
   p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,
   p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z
   FROM fGetNearbyObjEq(195,2.5,0.5) n, PhotoPrimary p
   WHERE n.objID=p.objID   "
2013,1,16,21,11,5,131.220.98.127,SDSS3J,BESTDR9,0.236,7E-3,2385,"select objID, ra, dec, raErr, decErr, psfMag_u, psfMagErr_u, psfMag_g, psfMagErr_g, psfMag_r, psfMagErr_r, psfMag_i, psfMagErr_i, psfMag_z, psfMagErr_z, flags, clean from star where ra between 57.4542 and 57.9542 and dec between -0.9575 and -0.4575 AND flags & dbo.fPhotoFlags('BLENDED') = 0 
  "
2013,1,16,21,10,58,131.220.98.127,SDSS3J,BESTDR9,0.206,6E-3,3267,"select objID, ra, dec, raErr, decErr, psfMag_u, psfMagErr_u, psfMag_g, psfMagErr_g, psfMag_r, psfMagErr_r, psfMag_i, psfMagErr_i, psfMag_z, psfMagErr_z, flags, clean from star where ra between 103.55 and 104.05 and dec between 0.17861 and 0.67861 AND flags & dbo.fPhotoFlags('BLENDED') = 0 
  "
2013,1,16,21,10,52,66.249.75.204,SDSS2A,BESTDR3,0.033,1E-3,53,select * from XCRedshift where specObjId=0x012ec9e84ac00000  
2013,1,16,21,10,48,131.220.98.127,SDSS3J,BESTDR9,0.346,0.011,8357,"select objID, ra, dec, raErr, decErr, psfMag_u, psfMagErr_u, psfMag_g, psfMagErr_g, psfMag_r, psfMagErr_r, psfMag_i, psfMagErr_i, psfMag_z, psfMagErr_z, flags, clean from star where ra between 103.05 and 103.55 and dec between 0.17861 and 0.67861 AND flags & dbo.fPhotoFlags('BLENDED') = 0 
  "
2013,1,16,21,10,42,131.220.98.127,SDSS3J,BESTDR9,0.273,9E-3,6741,"select objID, ra, dec, raErr, decErr, psfMag_u, psfMagErr_u, psfMag_g, psfMagErr_g, psfMag_r, psfMagErr_r, psfMag_i, psfMagErr_i, psfMag_z, psfMagErr_z, flags, clean from star where ra between 102.55 and 103.05 and dec between 0.17861 and 0.67861 AND flags & dbo.fPhotoFlags('BLENDED') = 0 
  "
2013,1,16,21,10,37,66.249.75.204,SDSS2A,BESTDR3,10E-3,1E-3,53,select * from XCRedshift where specObjId=0x012ec9e845800000  
2013,1,16,21,10,33,131.220.98.127,SDSS3J,BESTDR9,0.44,9E-3,8934,"select objID, ra, dec, raErr, decErr, psfMag_u, psfMagErr_u, psfMag_g, psfMagErr_g, psfMag_r, psfMagErr_r, psfMag_i, psfMagErr_i, psfMag_z, psfMagErr_z, flags, clean from star where ra between 102.05 and 102.55 and dec between 0.17861 and 0.67861 AND flags & dbo.fPhotoFlags('BLENDED') = 0 
  "
2013,1,16,21,10,29,79.242.14.142,SDSS3D,BESTDR8,6E-3,0,1,select * from Photoz where objid=0x112d1fa9209a006a  
2013,1,16,21,10,26,79.242.14.142,SDSS3D,BESTDR8,0.043,0,1,select * from Photoz where objid=0x112d1fa9209a006a  
2013,1,16,21,10,26,128.220.146.112,SDSS2A,BESTDR7,3E-3,0,1,"SELECT  top 1 '<a target=INFO href=http://skyserver.sdss.org/astro/en/tools/explore/obj.asp?id=' + cast(p.objId as varchar(20)) + '>' + cast(p.objId as varchar(20)) + '</a>' as objID,
   p.run, p.rerun, p.camcol, p.field, p.obj,
   p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,
   p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z
   FROM fGetNearbyObjEq(195,2.5,0.5) n, PhotoPrimary p
   WHERE n.objID=p.objID   "
2013,1,16,21,10,25,79.242.14.142,SDSS3D,BESTDR8,0.186,2E-3,4,select * from Frame where fieldId=0x112d1fa9209a0000  
2013,1,16,21,10,24,79.242.14.142,SDSS3D,BESTDR8,0.026,0,1,select * from Field where fieldId=0x112d1fa9209a0000  
2013,1,16,21,10,23,131.220.98.127,SDSS3J,BESTDR9,0.326,10E-3,8273,"select objID, ra, dec, raErr, decErr, psfMag_u, psfMagErr_u, psfMag_g, psfMagErr_g, psfMag_r, psfMagErr_r, psfMag_i, psfMagErr_i, psfMag_z, psfMagErr_z, flags, clean from star where ra between 103.55 and 104.05 and dec between -0.32139 and 0.17861 AND flags & dbo.fPhotoFlags('BLENDED') = 0 
  "
2013,1,16,21,10,21,66.249.75.115,SDSS3J,BESTDR9,3E-3,0,1,select description from DBObjects where name='fMagToFlux'  
2013,1,16,21,10,21,66.249.75.115,SDSS3J,BESTDR9,3E-3,0,1,select text from DBObjects where name='fMagToFlux'  
2013,1,16,21,10,21,66.249.75.115,SDSS3J,BESTDR9,0.03,0,3,select * from fDocFunctionParams('fMagToFlux')  
2013,1,16,21,10,21,66.249.75.204,SDSS2A,BESTDR3,0.023,0,53,select * from XCRedshift where specObjId=0x012ec9e844c00000  
2013,1,16,21,10,20,79.242.14.142,SDSS3D,BESTDR8,0.013,0,1,select * from PhotoTag where objId=0x112d1fa9209a006a  
