YY,MM,DD,HH,MI,SS,clientIP,server,dbname,elapsed,busy,rows,statement
2013,2,20,23,59,53,128.135.52.118,SDSS3J,BESTDR9,3.71,0.013,541,"SELECT p.ra, p.dec, p.u, p.g, p.r ,p.i, p.z, p.err_u, p.err_g,p.err_r,p.err_i,p.err_z , p.petroRad_u,p.petroRad_g,p.petroRad_r,p.petroRad_i,p.petroRad_z, p.petroRadErr_u,p.petroRadErr_g,p.petroRadErr_r,p.petroRadErr_i,p.petroRadErr_z, p.deVRad_u,p.deVRad_u,p.deVRad_u,p.deVRad_u,p.deVRad_u,p.deVRad_u, p.deVRadErr_u,p.deVRadErr_u,p.deVRadErr_u,p.deVRadErr_u,p.deVRadErr_u,p.deVRadErr_u, p.fracDev_u, p.fracDev_g, p.fracDev_r, p.fracDev_i, p.fracDev_z,p. deVAB_u,p. deVAB_g,p. deVAB_r,p. deVAB_i,p. deVAB_z FROM Galaxy AS p, dbo.fGetNearbyObjEq(329.465,-4.01360,7) as N WHERE p.objID = N.objID 
  "
2013,2,20,23,59,53,129.187.203.45,SDSS3J,BESTDR9,2.44,7E-3,176,"select g.ra,g.dec,PHZ.z,G.petroMag_u,G.petroMag_g,G.petroMag_r,G.petroMag_i,G.petroMag_z,dered_g,dered_r,dered_i,g.dered_z,g.expAB_g,g.expAB_r,g.expAB_i,g.expAB_z,g.expPHI_g,g.expPHI_r,g.expPHI_i,g.expPHI_z,g.devAB_g,g.devAB_r,g.devAB_i,g.devAB_z,g.devPHI_g,g.devPHI_r,g.devPHI_i,g.devPHI_z from galaxy as g join dbo.fgetNearbyObjEq( 242.83289 , 37.79797 , 3.33142 ) as GN on Gn.ObjID = g.ObjID join photoz as PHZ on g.ObjID = PHZ.ObjID 
  "
2013,2,20,23,59,52,128.40.1.54,SDSS3J,BESTDR9,0.043,1E-3,0,"SELECT 
p.objID, p.ra, p.dec, p.dered_u, p.dered_g, p.dered_r, p.dered_i, p.dered_z, p.modelMag_i, s.z, s.zErr, p.lnLStar_i 
FROM PhotoObjAll p, SpecObj s, dbo.fGetObjFromRectEq(310, -77, 311, -76) r 
WHERE 
p.objID = s.bestobjID and 
p.objID = r.objID and 
p.mode=1 and 
p.nchild = 0 and 
(p.flags & 0x0000000000040000 = 0) AND 
s.zWarning = 0 AND s.class='QSO' 
 
  "
2013,2,20,23,59,52,172.23.250.207,SDSS3J,BESTDR9,6E-3,0,1,"SELECT  top 1 '<a target=INFO href=http://skyserver.sdss3.org/dr9/en/tools/explore/obj.asp?id=' + cast(p.objId as varchar(20)) + '>' + cast(p.objId as varchar(20)) + '</a>' as objID,
   p.run, p.rerun, p.camcol, p.field, p.obj,
   p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,
   p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z
   FROM fGetNearbyObjEq(195,2.5,0.5) n, PhotoPrimary p
   WHERE n.objID=p.objID   "
2013,2,20,23,59,51,129.187.203.45,SDSS3J,BESTDR9,1.763,3E-3,153,"select g.ra,g.dec,PHZ.z,G.petroMag_u,G.petroMag_g,G.petroMag_r,G.petroMag_i,G.petroMag_z,dered_g,dered_r,dered_i,g.dered_z,g.expAB_g,g.expAB_r,g.expAB_i,g.expAB_z,g.expPHI_g,g.expPHI_r,g.expPHI_i,g.expPHI_z,g.devAB_g,g.devAB_r,g.devAB_i,g.devAB_z,g.devPHI_g,g.devPHI_r,g.devPHI_i,g.devPHI_z from galaxy as g join dbo.fgetNearbyObjEq( 244.03014 , 37.39354 , 2.67654 ) as GN on Gn.ObjID = g.ObjID join photoz as PHZ on g.ObjID = PHZ.ObjID 
  "
2013,2,20,23,59,51,133.56.195.32,SDSS3J,BESTDR9,9.1,0.03,243,SELECT * 
from SpecobjALL s 
where s.ra >= 146.86 and s.ra < 146.88 
  
2013,2,20,23,59,51,66.249.75.57,JHU-SDSS002,BestDR5,0.033,0,1,select * from PhotoTag where objId=0x082c02f460cc00a3  
2013,2,20,23,59,50,128.40.1.54,SDSS3J,BESTDR9,0.043,2E-3,0,"SELECT 
p.objID, p.ra, p.dec, p.dered_u, p.dered_g, p.dered_r, p.dered_i, p.dered_z, p.modelMag_i, s.z, s.zErr, p.lnLStar_i 
FROM PhotoObjAll p, SpecObj s, dbo.fGetObjFromRectEq(310, -78, 311, -77) r 
WHERE 
p.objID = s.bestobjID and 
p.objID = r.objID and 
p.mode=1 and 
p.nchild = 0 and 
(p.flags & 0x0000000000040000 = 0) AND 
s.zWarning = 0 AND s.class='QSO' 
 
  "
2013,2,20,23,59,47,172.23.250.207,SDSS3J,BESTDR9,3E-3,0,1,"SELECT  top 1 '<a target=INFO href=http://skyserver.sdss3.org/dr9/en/tools/explore/obj.asp?id=' + cast(p.objId as varchar(20)) + '>' + cast(p.objId as varchar(20)) + '</a>' as objID,
   p.run, p.rerun, p.camcol, p.field, p.obj,
   p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,
   p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z
   FROM fGetNearbyObjEq(195,2.5,0.5) n, PhotoPrimary p
   WHERE n.objID=p.objID   "
2013,2,20,23,59,47,128.40.1.54,SDSS3J,BESTDR9,0.043,2E-3,0,"SELECT 
p.objID, p.ra, p.dec, p.dered_u, p.dered_g, p.dered_r, p.dered_i, p.dered_z, p.modelMag_i, s.z, s.zErr, p.lnLStar_i 
FROM PhotoObjAll p, SpecObj s, dbo.fGetObjFromRectEq(310, -79, 311, -78) r 
WHERE 
p.objID = s.bestobjID and 
p.objID = r.objID and 
p.mode=1 and 
p.nchild = 0 and 
(p.flags & 0x0000000000040000 = 0) AND 
s.zWarning = 0 AND s.class='QSO' 
 
  "
2013,2,20,23,59,46,66.249.75.204,SDSS2A,BESTDR7,10E-3,0,1,select * from PhotoTag where objId=0x08281a8940560161  
2013,2,20,23,59,45,128.40.1.54,SDSS3J,BESTDR9,0.043,1E-3,0,"SELECT 
p.objID, p.ra, p.dec, p.dered_u, p.dered_g, p.dered_r, p.dered_i, p.dered_z, p.modelMag_i, s.z, s.zErr, p.lnLStar_i 
FROM PhotoObjAll p, SpecObj s, dbo.fGetObjFromRectEq(310, -80, 311, -79) r 
WHERE 
p.objID = s.bestobjID and 
p.objID = r.objID and 
p.mode=1 and 
p.nchild = 0 and 
(p.flags & 0x0000000000040000 = 0) AND 
s.zWarning = 0 AND s.class='QSO' 
 
  "
2013,2,20,23,59,44,172.23.250.207,SDSS3J,BESTDR9,6E-3,0,1,"SELECT  top 1 '<a target=INFO href=http://skyserver.sdss3.org/dr9/en/tools/explore/obj.asp?id=' + cast(p.objId as varchar(20)) + '>' + cast(p.objId as varchar(20)) + '</a>' as objID,
   p.run, p.rerun, p.camcol, p.field, p.obj,
   p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,
   p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z
   FROM fGetNearbyObjEq(195,2.5,0.5) n, PhotoPrimary p
   WHERE n.objID=p.objID   "
2013,2,20,23,59,44,128.220.233.214,SDSS2A,BESTDR2,3E-3,0,1,"SELECT  top 1   p.objID, p.run, p.rerun, p.camcol, p.field, p.obj,
   p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,
   p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z
   FROM fGetNearbyObjEq(195,2.5,0.5) n, PhotoPrimary p
   WHERE n.objID=p.objID   "
2013,2,20,23,59,44,128.220.233.214,SDSS2A,BESTDR1,3E-3,0,1,"SELECT  top 1   p.objID, p.run, p.rerun, p.camcol, p.field, p.obj,
   p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,
   p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z
   FROM fGetNearbyObjEq(195,2.5,0.5) n, PhotoPrimary p
   WHERE n.objID=p.objID   "
2013,2,20,23,59,44,128.220.233.214,SDSS2A,BESTDR7,3E-3,0,1,"SELECT  top 1 '<a target=INFO href=http://sdssorgtest.pha.jhu.edu/astro/en/tools/explore/obj.asp?id=' + cast(p.objId as varchar(20)) + '>' + cast(p.objId as varchar(20)) + '</a>' as objID,
   p.run, p.rerun, p.camcol, p.field, p.obj,
   p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,
   p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z
   FROM fGetNearbyObjEq(195,2.5,0.5) n, PhotoPrimary p
   WHERE n.objID=p.objID   "
2013,2,20,23,59,44,128.220.233.214,SDSS2A,BESTDR7,3E-3,0,1,"SELECT  top 1 '<a target=INFO href=http://sdssorgtest.pha.jhu.edu/dr7/en/tools/explore/obj.asp?id=' + cast(p.objId as varchar(20)) + '>' + cast(p.objId as varchar(20)) + '</a>' as objID,
   p.run, p.rerun, p.camcol, p.field, p.obj,
   p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,
   p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z
   FROM fGetNearbyObjEq(195,2.5,0.5) n, PhotoPrimary p
   WHERE n.objID=p.objID   "
2013,2,20,23,59,43,66.249.75.204,SDSS2A,BESTDR7,0.03,0,1,select * from PhotoObjAll where objId=0x08290cfda0e80058  
2013,2,20,23,59,42,128.220.233.214,SDSS3J,BESTDR9,6E-3,1E-3,1,"SELECT  top 1 '<a target=INFO href=http://skyserver.sdss3.org/dr9/en/tools/explore/obj.asp?id=' + cast(p.objId as varchar(20)) + '>' + cast(p.objId as varchar(20)) + '</a>' as objID,
   p.run, p.rerun, p.camcol, p.field, p.obj,
   p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,
   p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z
   FROM fGetNearbyObjEq(195,2.5,0.5) n JOIN PhotoPrimary p ON n.objID=p.objID   "
2013,2,20,23,59,42,128.40.1.54,SDSS3J,BESTDR9,0.043,1E-3,0,"SELECT 
p.objID, p.ra, p.dec, p.dered_u, p.dered_g, p.dered_r, p.dered_i, p.dered_z, p.modelMag_i, s.z, s.zErr, p.lnLStar_i 
FROM PhotoObjAll p, SpecObj s, dbo.fGetObjFromRectEq(310, -81, 311, -80) r 
WHERE 
p.objID = s.bestobjID and 
p.objID = r.objID and 
p.mode=1 and 
p.nchild = 0 and 
(p.flags & 0x0000000000040000 = 0) AND 
s.zWarning = 0 AND s.class='QSO' 
 
  "
2013,2,20,23,59,42,172.23.250.207,SDSS3J,BESTDR9,3E-3,0,1,"SELECT  top 1 '<a target=INFO href=http://skyserver.sdss3.org/dr9/en/tools/explore/obj.asp?id=' + cast(p.objId as varchar(20)) + '>' + cast(p.objId as varchar(20)) + '</a>' as objID,
   p.run, p.rerun, p.camcol, p.field, p.obj,
   p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,
   p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z
   FROM fGetNearbyObjEq(195,2.5,0.5) n, PhotoPrimary p
   WHERE n.objID=p.objID   "
2013,2,20,23,59,42,128.220.233.214,SDSS3D,BESTDR8,0.016,0,1,"SELECT  top 1 '<a target=INFO href=http://skyserver.sdss3.org/dr8/en/tools/explore/obj.asp?id=' + cast(p.objId as varchar(20)) + '>' + cast(p.objId as varchar(20)) + '</a>' as objID,
   p.run, p.rerun, p.camcol, p.field, p.obj,
   p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,
   p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z
   FROM fGetNearbyObjEq(195,2.5,0.5) n, PhotoPrimary p
   WHERE n.objID=p.objID   "
2013,2,20,23,59,41,129.187.203.45,SDSS3J,BESTDR9,8.393,0.034,2205,"select g.ra,g.dec,PHZ.z,G.petroMag_u,G.petroMag_g,G.petroMag_r,G.petroMag_i,G.petroMag_z,dered_g,dered_r,dered_i,g.dered_z,g.expAB_g,g.expAB_r,g.expAB_i,g.expAB_z,g.expPHI_g,g.expPHI_r,g.expPHI_i,g.expPHI_z,g.devAB_g,g.devAB_r,g.devAB_i,g.devAB_z,g.devPHI_g,g.devPHI_r,g.devPHI_i,g.devPHI_z from galaxy as g join dbo.fgetNearbyObjEq( 242.80765 , 36.97343 , 13.246 ) as GN on Gn.ObjID = g.ObjID join photoz as PHZ on g.ObjID = PHZ.ObjID 
  "
2013,2,20,23,59,40,128.40.1.54,SDSS3J,BESTDR9,0.043,1E-3,0,"SELECT 
p.objID, p.ra, p.dec, p.dered_u, p.dered_g, p.dered_r, p.dered_i, p.dered_z, p.modelMag_i, s.z, s.zErr, p.lnLStar_i 
FROM PhotoObjAll p, SpecObj s, dbo.fGetObjFromRectEq(310, -82, 311, -81) r 
WHERE 
p.objID = s.bestobjID and 
p.objID = r.objID and 
p.mode=1 and 
p.nchild = 0 and 
(p.flags & 0x0000000000040000 = 0) AND 
s.zWarning = 0 AND s.class='QSO' 
 
  "
2013,2,20,23,59,40,133.56.195.32,SDSS3J,BESTDR9,8.756,0.03,250,SELECT * 
from SpecobjALL s 
where s.ra >= 146.84 and s.ra < 146.86 
  
2013,2,20,23,59,39,129.187.203.45,SDSS3J,BESTDR9,1.326,0.012,173,"select g.ra,g.dec,PHZ.z,G.petroMag_u,G.petroMag_g,G.petroMag_r,G.petroMag_i,G.petroMag_z,dered_g,dered_r,dered_i,g.dered_z,g.expAB_g,g.expAB_r,g.expAB_i,g.expAB_z,g.expPHI_g,g.expPHI_r,g.expPHI_i,g.expPHI_z,g.devAB_g,g.devAB_r,g.devAB_i,g.devAB_z,g.devPHI_g,g.devPHI_r,g.devPHI_i,g.devPHI_z from galaxy as g join dbo.fgetNearbyObjEq( 242.18411 , 36.75020 , 2.93943 ) as GN on Gn.ObjID = g.ObjID join photoz as PHZ on g.ObjID = PHZ.ObjID 
  "
2013,2,20,23,59,38,128.220.233.214,SDSS2A,BESTDR2,3E-3,0,1,"SELECT  top 1   p.objID, p.run, p.rerun, p.camcol, p.field, p.obj,
   p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,
   p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z
   FROM fGetNearbyObjEq(195,2.5,0.5) n, PhotoPrimary p
   WHERE n.objID=p.objID   "
2013,2,20,23,59,38,128.220.233.214,SDSS2A,BESTDR1,3E-3,0,1,"SELECT  top 1   p.objID, p.run, p.rerun, p.camcol, p.field, p.obj,
   p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,
   p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z
   FROM fGetNearbyObjEq(195,2.5,0.5) n, PhotoPrimary p
   WHERE n.objID=p.objID   "
2013,2,20,23,59,38,128.220.233.214,SDSS2A,BESTDR7,3E-3,0,1,"SELECT  top 1 '<a target=INFO href=http://skyserver.sdss.org/astro/en/tools/explore/obj.asp?id=' + cast(p.objId as varchar(20)) + '>' + cast(p.objId as varchar(20)) + '</a>' as objID,
   p.run, p.rerun, p.camcol, p.field, p.obj,
   p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,
   p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z
   FROM fGetNearbyObjEq(195,2.5,0.5) n, PhotoPrimary p
   WHERE n.objID=p.objID   "
2013,2,20,23,59,38,128.220.233.214,SDSS2A,BESTDR7,3E-3,0,1,"SELECT  top 1 '<a target=INFO href=http://skyserver.sdss.org/dr7/en/tools/explore/obj.asp?id=' + cast(p.objId as varchar(20)) + '>' + cast(p.objId as varchar(20)) + '</a>' as objID,
   p.run, p.rerun, p.camcol, p.field, p.obj,
   p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,
   p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z
   FROM fGetNearbyObjEq(195,2.5,0.5) n, PhotoPrimary p
   WHERE n.objID=p.objID   "
2013,2,20,23,59,37,172.23.250.207,SDSS3J,BESTDR9,6E-3,0,1,"SELECT  top 1 '<a target=INFO href=http://skyserver.sdss3.org/dr9/en/tools/explore/obj.asp?id=' + cast(p.objId as varchar(20)) + '>' + cast(p.objId as varchar(20)) + '</a>' as objID,
   p.run, p.rerun, p.camcol, p.field, p.obj,
   p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,
   p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z
   FROM fGetNearbyObjEq(195,2.5,0.5) n, PhotoPrimary p
   WHERE n.objID=p.objID   "
2013,2,20,23,59,37,128.135.52.118,SDSS3J,BESTDR9,0.033,1E-3,633,"SELECT p.ra, p.dec, p.u, p.g, p.r ,p.i, p.z, p.err_u, p.err_g,p.err_r,p.err_i,p.err_z , p.petroRad_u,p.petroRad_g,p.petroRad_r,p.petroRad_i,p.petroRad_z, p.petroRadErr_u,p.petroRadErr_g,p.petroRadErr_r,p.petroRadErr_i,p.petroRadErr_z, p.deVRad_u,p.deVRad_u,p.deVRad_u,p.deVRad_u,p.deVRad_u,p.deVRad_u, p.deVRadErr_u,p.deVRadErr_u,p.deVRadErr_u,p.deVRadErr_u,p.deVRadErr_u,p.deVRadErr_u, p.fracDev_u, p.fracDev_g, p.fracDev_r, p.fracDev_i, p.fracDev_z,p. deVAB_u,p. deVAB_g,p. deVAB_r,p. deVAB_i,p. deVAB_z FROM Star AS p, dbo.fGetNearbyObjEq(32.9359,31.0131,7) as N WHERE p.objID = N.objID 
  "
2013,2,20,23,59,37,128.40.1.54,SDSS3J,BESTDR9,0.04,4E-3,0,"SELECT 
p.objID, p.ra, p.dec, p.dered_u, p.dered_g, p.dered_r, p.dered_i, p.dered_z, p.modelMag_i, s.z, s.zErr, p.lnLStar_i 
FROM PhotoObjAll p, SpecObj s, dbo.fGetObjFromRectEq(310, -83, 311, -82) r 
WHERE 
p.objID = s.bestobjID and 
p.objID = r.objID and 
p.mode=1 and 
p.nchild = 0 and 
(p.flags & 0x0000000000040000 = 0) AND 
s.zWarning = 0 AND s.class='QSO' 
 
  "
2013,2,20,23,59,36,128.135.52.118,SDSS3J,BESTDR9,0.033,1E-3,702,"SELECT p.ra, p.dec, p.u, p.g, p.r ,p.i, p.z, p.err_u, p.err_g,p.err_r,p.err_i,p.err_z , p.petroRad_u,p.petroRad_g,p.petroRad_r,p.petroRad_i,p.petroRad_z, p.petroRadErr_u,p.petroRadErr_g,p.petroRadErr_r,p.petroRadErr_i,p.petroRadErr_z, p.deVRad_u,p.deVRad_u,p.deVRad_u,p.deVRad_u,p.deVRad_u,p.deVRad_u, p.deVRadErr_u,p.deVRadErr_u,p.deVRadErr_u,p.deVRadErr_u,p.deVRadErr_u,p.deVRadErr_u, p.fracDev_u, p.fracDev_g, p.fracDev_r, p.fracDev_i, p.fracDev_z,p. deVAB_u,p. deVAB_g,p. deVAB_r,p. deVAB_i,p. deVAB_z FROM Galaxy AS p, dbo.fGetNearbyObjEq(32.9359,31.0131,7) as N WHERE p.objID = N.objID 
  "
2013,2,20,23,59,36,129.187.203.45,SDSS3J,BESTDR9,2.273,0.016,162,"select g.ra,g.dec,PHZ.z,G.petroMag_u,G.petroMag_g,G.petroMag_r,G.petroMag_i,G.petroMag_z,dered_g,dered_r,dered_i,g.dered_z,g.expAB_g,g.expAB_r,g.expAB_i,g.expAB_z,g.expPHI_g,g.expPHI_r,g.expPHI_i,g.expPHI_z,g.devAB_g,g.devAB_r,g.devAB_i,g.devAB_z,g.devPHI_g,g.devPHI_r,g.devPHI_i,g.devPHI_z from galaxy as g join dbo.fgetNearbyObjEq( 242.67970 , 33.29747 , 3.22792 ) as GN on Gn.ObjID = g.ObjID join photoz as PHZ on g.ObjID = PHZ.ObjID 
  "
2013,2,20,23,59,35,66.249.75.115,SDSS3J,BESTDR9,0.036,0,1,select distinct parent from DBViewCols where viewname='RegionConvex'  
2013,2,20,23,59,35,128.40.1.54,SDSS3J,BESTDR9,0.043,1E-3,0,"SELECT 
p.objID, p.ra, p.dec, p.dered_u, p.dered_g, p.dered_r, p.dered_i, p.dered_z, p.modelMag_i, s.z, s.zErr, p.lnLStar_i 
FROM PhotoObjAll p, SpecObj s, dbo.fGetObjFromRectEq(310, -84, 311, -83) r 
WHERE 
p.objID = s.bestobjID and 
p.objID = r.objID and 
p.mode=1 and 
p.nchild = 0 and 
(p.flags & 0x0000000000040000 = 0) AND 
s.zWarning = 0 AND s.class='QSO' 
 
  "
2013,2,20,23,59,35,66.249.75.115,SDSS3J,BESTDR9,0.07,0,1,select description from DBObjects where name='RegionConvex'  
2013,2,20,23,59,35,66.249.75.115,SDSS3J,BESTDR9,0,0,1,select text from DBObjects where name='RegionConvex'  
2013,2,20,23,59,35,66.249.75.115,SDSS3J,BESTDR9,5.383,0.037,13,select * from dbo.fDocColumns('RegionConvex')  
2013,2,20,23,59,34,128.135.52.118,SDSS3J,BESTDR9,0.033,1E-3,633,"SELECT p.ra, p.dec, p.u, p.g, p.r ,p.i, p.z, p.err_u, p.err_g,p.err_r,p.err_i,p.err_z , p.petroRad_u,p.petroRad_g,p.petroRad_r,p.petroRad_i,p.petroRad_z, p.petroRadErr_u,p.petroRadErr_g,p.petroRadErr_r,p.petroRadErr_i,p.petroRadErr_z, p.deVRad_u,p.deVRad_u,p.deVRad_u,p.deVRad_u,p.deVRad_u,p.deVRad_u, p.deVRadErr_u,p.deVRadErr_u,p.deVRadErr_u,p.deVRadErr_u,p.deVRadErr_u,p.deVRadErr_u, p.fracDev_u, p.fracDev_g, p.fracDev_r, p.fracDev_i, p.fracDev_z,p. deVAB_u,p. deVAB_g,p. deVAB_r,p. deVAB_i,p. deVAB_z FROM Star AS p, dbo.fGetNearbyObjEq(32.9359,31.0131,7) as N WHERE p.objID = N.objID 
  "
